Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"418552";"97553801000116";"PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA";"PLURAL ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"AV. RIO BRANCO ";"131";" 5º ANDAR, SALAS 501 a 504";"CENTRO";"Rio de Janeiro";"RJ";"20040006";"21";"38616000";;"andre@pluralsaude.com.br";"ANDRÉ LUIZ CORBACHO VIANNA";"DIRETOR PRESIDENTE";4;"2012-06-11"
"417751";"11275925000161";"PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.";"PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.";"Administradora de Benefícios";"SETE DE ABRIL ";"230";"BLOCO A CONJUNTO 102";"REPÚBLICA";"São Paulo";"SP";"01044000";"11";"32575258";"32575258";"CARECLUB@PLURICARE.COM.BR";"LUIZ GUILHERME GOMES PRIMOS";"ADMINISTRADOR";4;"2010-12-20"
"351270";"02896924000143";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";"Medicina de Grupo";"RUA PARANÁ";"700";;"CENTRO";"Pato Branco";"PR";"85501074";"46";"32242210";;"polisaude@polisaudepb.com.br";"JULIANE BLEICH";"REPRESENTANTE JUNTO À ANS";5;"1998-12-24"
"415693";"04202013000102";"POLICLIN SAÚDE S/A.";;"Medicina de Grupo";"AV NOVE DE JULHO ";"355";;"JARDIM APOLO";"São José dos Campos";"SP";"12243000";"12";"37972833";"37972833";"contato.ans@policlinsaude.com.br";"CYRO ALVES DE BRITTO FILHO";"DIRETOR";5;"2006-08-02"
"316903";"93507895000136";"POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA";"POLIMÉDICA SAÚDE";"Medicina de Grupo";"RUA GENERAL NETO";"353";;"FLORESTA";"Porto Alegre";"RS";"90560020";"51";"32213428";"32213666";"polimedica@polimedica.com.br";"SANDRA RENATA MARCONATO WOLF";"ADMINISTRADORA";4;"1998-12-28"
"346870";"89890172000191";"PORTO ALEGRE CLÍNICAS LTDA.";"POA CLIN";"Medicina de Grupo";"Rua dos Andradas";"955";"3º andar, apto. 302 - salas 02, 06 e 07";"CENTRO HISTÓRICO ";"Porto Alegre";"RS";"90020005";"51";"30417855";"32873621";"portoalegreclinicas@portoalegreclinicas.com.br";"MARIA CRISTINA NUNES DAS CHAGAS";"SÓCIA ADMINISTRADORA";4;"1998-12-22"
"415081";"06145428000109";"PORTO DIAS SAUDE LTDA.";"PORTO DIAS SAUDE";"Medicina de Grupo";"TRAVESSA MAURITI";"3050";"SALA 1";"MARCO";"Belém";"PA";"66093020";;;"30843038";"adrianadias@hpd.com.br";"ANTONIO CARLOS CORREA DIAS";"REPRESENTANTE";6;"2005-02-03"
"000582";"04540010000170";"PORTO SEGURO - SEGURO SAÚDE S/A";"PORTO SEGURO SAÚDE";"Seguradora Especializada em Saúde";"Alameda Barão de Piracicaba";"740";"Torre B, 8º andar, Lado B";"CAMPOS ELISEOS";"São Paulo";"SP";"01216012";"11";"33665199";"33668823";"diretoria@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2001-07-31"
"418625";"13991711000117";"PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.";"PORTO DENTAL";"Odontologia de Grupo";"RUA GUAIANASES";"1238";"MEZANINO - PARTE";"CAMPOS ELISEOS";"São Paulo";"SP";"01204002";;;;"regulacao.saude@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2012-10-08"
"417491";"11565995000154";"PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA";;"Medicina de Grupo";"RUA GUAIANASES";"1238";"MEZANINO/PARTE";"CAMPOS ELISEOS";"São Paulo";"SP";"01204001";"11";"33661722";"33668823";"diretoria@portoseguro.com.br";"LUIZ VICENTE GUARANHA LAPENTA";"DIRETOR DE PRECIFICAÇÃO";4;"2010-08-13"
"420280";"25006061000197";"POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA";"POSITIVA ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"ALAMEDA CAMPINAS";"457";"8º andar - cj, D";"JARDIM PAULISTA";"São Paulo";"SP";"01404100";"11";"41181040";;"paulo.sampaio@positiva.com.br";"PAULO HENRIQUE MOURÃO SAMPAIO";"ADMINISTRADOR";1;"2016-11-08"
"419133";"18275071000162";"POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS";"POSTAL SAÚDE";"Autogestão";"SHS";"QUADRA 2 ";"BLOCO B,  nº 2 - Ed. TELEX - 1º e 2º and";"ASA SUL";"Brasília";"DF";"70312970";"61";"34256777";;"ans@postalsaude.com.br";"ELI PINTO DE MELO JÚNIOR";"DIRETOR PRESIDENTE";1;"2013-09-25"
"421413";"28187357000140";"PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME";"PP HEALTH ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"Rua Buenos Aires";"441";"Sala 33";"Batel";"Curitiba";"PR";"80250070";"41";"30166153";;"diretoria@pphealth.com.br";"MAREDITH PEREIRA RIBEIRO SELL";"SÓCIA ADMINISTRADORA";1;"2018-11-28"
"422959";"41929347000109";"PRESERVE SAUDE ASSISTENCIA MEDICA LTDA";"PRESERVE";"Medicina de Grupo";"PC GIL MOREIRA";"1.0";"EDIF GIL MOREIRA SALA 4";"RECREIO";"Vitória da Conquista";"BA";"45020360";;;;"diretoria@preservesaude.com.br";"ANUCHE DE BRITO LIRA";"REPRESENTANTE LEGAL";;"2021-08-24"
"384844";"02072276000100";"PREST ODONTO LTDA";"PREST ODONTO LTDA";"Odontologia de Grupo";"RUA CORONEL JOÃO LEME";"688";"EV. 3";"CENTRO";"Bragança Paulista";"SP";"12900161";;;;"diretoria@prestodonto.com.br";"JOÃO BOSCO MUNIZ SIMON";"SÓCIO ADMINISTRADOR";6;"1999-01-07"
"410420";"03310432000197";"PREV-DONT ODONTOLOGICA LTDA.";"PREV-DONT";"Odontologia de Grupo";"RUA CORONEL. FRANCISCO PEREIRA";"385";"SALA 02";"MESSEJANA";"Fortaleza";"CE";"60840290";"85";"30771259";"4742060";"prevdont@gmail.com";"JOSÉ ALONSO PALMEIRA DIAS";"DIRETOR PRESIDENTE";5;"2000-01-21"
"413267";"04234059000103";"PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.";;"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTONIO";"3521";"14º ANDAR";"JARDIM PAULISTA";"São Paulo";"SP";"01401001";"01";"131479192";"131479191";"juridico.rs@preventsenior.com.br";"EDUARDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"2001-03-07"
"302147";"00461479000163";"PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA";"PREVENT SENIOR";"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTÔNIO";"3521";"15º ANDAR";"JARDIM PAULISTA";"São Paulo";"SP";"01401001";"11";"50700770";"33721579";"ps.ans@preventsenior.com.br";"FERNANDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"1998-12-22"
"421804";"29628003000156";"PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA";"PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"RUA ALFERES POLI";"1681";;"Rebouças";"Curitiba";"PR";"80220050";"41";"21051370";;"wellington.alves@preverbeneficios.com.br";"WELLINGTON FRANCISCO ALVES";"Diretor";4;"2019-09-02"
"374440";"56269913000162";"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A";"PREVIDENT";"Odontologia de Grupo";"Rua Funchal";"538";"SL 24";"Vila Olímpia";"São Paulo";"SP";"04551060";"11";"33230733";;"comercial@prevident.com.br";"JOSÉ HERMICESAR BRILHANTE PALMEIRA";"ADMINISTRADOR";4;"1999-01-05"
"403636";"03073235000100";"PREVINA ODONTOLOGIA LTDA";"PREVINA";"Odontologia de Grupo";"RUA CAMILO CHAGAS";"275";"SALA 2";"CENTRO";"Conchal";"SP";"13835000";"19";"38663680";"38661448";"adm@previnaodonto.com.br";"AUGUSTO RAIMUNDO RIBEIRO";"ADMINISTRADOR";6;"1999-04-19"
"418307";"13951333000148";"PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.";;"Administradora de Benefícios";"RUA DA QUITANDA";"70";"6ª ANDAR - PARTE";"CENTRO";"Rio de Janeiro";"RJ";"20011030";"21";"25090180";;"contato@previsaobeneficios.com.br";"ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI";"ADMINISTRADOR";4;"2011-11-21"
"416525";"08787782000162";"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA";"PRIMA VIDA";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"123";"SALA 2106 A 2111";"CENTRO";"Rio de Janeiro";"RJ";"20040005";"21";"32994501";;"primavida@primavida.com.br";"KLÉBER BERNARDES DA SILVA";"SÓCIO GERENTE";3;"2008-01-30"
"424161";"49168700000189";"PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.";;"Medicina de Grupo";"AV JOSE MANARA";"450";"SALA 201";"FIM DO CAMPO";"Jarinu";"SP";"13240000";"11";"934282221";;"jampereira@hnj.com.br";"JOSOE AUGUSTO GOMES MARQUES PEREIRA";"SOCIO ADMINISTRADOR";;"2024-10-14"
"310522";"02752923000125";"PROASA - PROGRAMA ADVENTISTA DE SAÚDE";"ADVENTIST HEALTH";"Medicina de Grupo";"AV L3 SUL";"611";"SGAS MOD. 75/76";"ASA SUL";"Brasília";"DF";"70200710";"51";"33451818";"33457778";"secretaria.proasa@proasa.org.br";"GILNEI VIVEIRO DE ABREU";"DIRETOR GERAL";3;"1998-12-18"
"424251";"56211050000172";"PROLIFE ADMINISTRADORA  DE SAUDE LTDA";;"Administradora de Benefícios";"RUA MADRE MARIA VICTORIA";"90";"SALA 302";"CHARITAS";"Niterói";"RJ";"24370035";"21";"96422522";;"mariageraldine@elegibilidadebrasil.org";"MARIA GERALDINE COUCEIRO";"ADMINISTRADORA";;"2024-12-16"
"326861";"15214919000155";"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.";"PROMEDICA";"Medicina de Grupo";"RUA SOL NASCENTE";"43 ";"ED. CENTRO MÉDICO EMPRESARIAL VITRAUX  S";"FEDERAÇÃO";"Salvador";"BA";"40210760";"71";"32719103";"32719104";"promedica.ans@promedica.com.br";"JORGE ANTONIO DUARTE OLIVEIRA";"DIRETOR ADMINISTRATIVO-FINANC";3;"1998-12-17"
"417475";"51628360000173";"PRONTO SOCORRO CONDE DE MOREIRA LIMA";"CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE";"Medicina de Grupo";"RUA DOM BOSCO";"562";;"CENTRO";"Lorena";"SP";"12600100";"12";"33011408";;"gerente.administrativo@caslorena.com.br";"MARIO TEIXEIRA DA SILVA";"DIRETOR ADMINISTRATIVO";6;"2010-08-03"
"305626";"22666341000133";"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A";"PLANO DE SAUDE SAO LUCAS";"Medicina de Grupo";"AV. AFONSO PENA";"544";"SALA 01";"CENTRO";"Montes Claros";"MG";"39400098";"38";"32183000";;"ans@saolucas.org";"DILSON DE QUADROS GODINHO NETO";"PRESIDENTE";5;"1998-12-22"
"301728";"20168589000149";"PRONTOMED PLANOS DE SAÚDE LTDA";"PRONTOMED LTDA.";"Medicina de Grupo";"AV. SETE DE SETEMBRO";"1161";;"CENTRO";"Divinópolis";"MG";"35500011";"37";"351232013216";"35123209";"prontomed@prontomedmg.com.br";"WALDEMAR HENRIQUE RAUSCH JUNIOR";"SOCIO GERENTE";5;"1998-12-23"
"421383";"29846400000102";"PROPULSÃO PLANOS ODONTOLÓGICOS LTDA";"PROPULSÃO PLANOS ODONTOLÓGICOS";"Odontologia de Grupo";"AV ADVOGADO HORACIO RACCANELLO FILHO";"6170";"SALA 5";"ZONA 01";"Maringá";"PR";"87045200";;;;"rodrigo@propulsaodental.com.br";"RODRIGO DUENHA PORTA";"SÓCIO ADMINISTRADOR";6;"2018-09-12"
"422533";"35365314000172";"PROVER ODONTOLOGIA LTDA";"PROVER ODONTO";"Odontologia de Grupo";"RUA DA PAZ";"483";;"JARDIM DOS ESTADOS ";"Campo Grande";"MS";"79020250";"37";"34425831";;"ericsson@proversaude.com.br";"ERICSSON FLAVIO CAVALCANTI";"DIRETOR";3;"2020-12-10"
"422193";"35148586000110";"PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"AVENIDA SENADOR FEIJÓ";"686";"SALA 731";"VILA MATHIAS";"Santos";"SP";"11015504";"13";"32240030";;"notificacao@prudenteadministradora.com.br";"BRAULIO DE SOUSA LIMA";"ADMINISTRADOR";6;"2020-03-26"
"422703";"32543196000157";"PS ASSISTENCIA LTDA";"MEU DENTISTA";"Odontologia de Grupo";"Avenida Eldes Scherrer Souza";"975";"Sala 801";"Parque Residencial Laranjeiras";"Serra";"ES";"29165680";"27";"30655232";;"vinicius.franco@meudentista.com.br";"EDUARDO LUIZ NASCIMENTO PONTES";"Administrador";5;"2021-05-11"
"417173";"07658098000118";"QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.";;"Administradora de Benefícios";"AVENIDA PAULISTA";"1.106";"12º ANDAR - PARTE";"BELA VISTA";"São Paulo";"SP";"01310914";"11";"31914081";;"juridico_regulatorio_5@qualicorp.com.br";"EDUARDO RIBEIRO FARIA DE OLIVEIRA";"REPRESENTANTE";1;"2010-02-12"
"419290";"17698381000127";"QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.";"QUALICORP";"Administradora de Benefícios";"AVENIDA PAULISTA";"1.106";"12º ANDAR -  PARTE";"BELA VISTA";"São Paulo";"SP";"01310914";"11";"31913876";;"juridico_regulatorio_5@qualicorp.com.br";"EDUARDO RIBEIRO FARIA DE OLIVEIRA";"REPRESENTANTE ";2;"2014-02-21"
"417131";"10456692000130";"QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ";"QUALIDONTO";"Odontologia de Grupo";"AV. TANCREDO NEVES";"620";"Salas 1805 e 1806";"CAMINHO DAS ÁRVORES";"Salvador";"BA";"41820020";"71";"32762562";;"danilo@qualidonto.com.br";"DANILO AUGUSTO SANTOS CASTRO";"SOCIO ADMINISTRADOR";5;"2009-11-25"
"420999";"27323544000140";"QUALISAUDE ADMINISTRADORA DE BENEFÍCIOS S/A";"QUALISAUDE";"Administradora de Benefícios";"RUA JOSÉ FRANCISCO DE SOUZA";"148";"2º ANDAR - SALA 202";"ESPLANADA";"Colatina";"ES";"29702640";"27";"21012847";;"diretoria@qualisaudeadm.com.br";"BERNARD DE CASTRO DALLA BERNARDINA";"REPRESENTANTE LEGAL";3;"2017-07-21"
"421243";"28400880000102";"QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME";"QUALITY ADMINISTRADORA";"Administradora de Benefícios";"RUA IVO PRADO";"79";"LOJA 107";"CAMPO GRANDE";"Rio de Janeiro";"RJ";"23080200";"21";"20708686";;"victordallier@gmail.com";"VICTOR GOMES DALLIER";"SÓCIO ADMINISTRADOR";;"2018-09-11"
"418170";"09433795000104";"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.";"QUALLITY PRÓ SAÚDE";"Medicina de Grupo";"SRTVS QD 701 CONJUNTO L ";"38";"BLOCO 01, Nº 38, LOJAS 10 e 20, BLOCO 02";"ASA SUL";"Brasília";"DF";"70340906";;;"30444408";"dir.quallity@quallityprosaude.com.br";"MISAEL ALVES DA SILVA";"ADMINISTRADOR";4;"2011-08-15"
"419389";"19679483000120";"QV BENEFÍCIOS EM SAÚDE LTDA";"QV BENEFÍCIOS";"Administradora de Benefícios";"RUA DO ROSÁRIO";"1";"SALA 601";"CENTRO";"Rio de Janeiro";"RJ";"20041003";"21";"22121000";;"qvbeneficios@qvsaude.com.br";"SERGIO SOUTELINHO DE AMORIM";"ADMINISTRADOR";3;"2014-05-05"
"420271";"25205234000104";"R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA";"FENIX MEDICAL";"Medicina de Grupo";"RUA PAULO ANTONIO DO NASCIMENTO";"110";"QD F - LOTE 08";"JARDIM COLINA - PORTAL DA ";"Sorocaba";"SP";"18047400";;;;"assistenteadm@fenix.med.br";"ADALTON MURARO DELANHESI";"SÓCIO ADMINISTRADOR";6;"2016-11-08"
"418196";"13785956000198";"RAMED ADMINISTRADORA DE BENEFICIOS LTDA.";"RAMED ADMINISTRADORA DE BENEFICIOS LTDA.";"Administradora de Benefícios";"RUA SETE DE ABRIL";"97";"11 ANDAR";"REPÚBLICA";"São Paulo";"SP";"01043000";;"32188500";;"caho8@hotmail.com";"CAMILA ALEJANDRA HENRIQUEZ OYARCE";"SÓCIA ADMINISTRADORA";;"2011-09-13"
"418862";"68737857000122";"RBS PARTICIPAÇÕES S/A";;"Autogestão";"AV. ÉRICO VERÍSSIMO";"400";;"MENINO DEUS";"Porto Alegre";"RS";"90160180";"51";"32186234";;"caf@gruporbs.com.br";"DEISY BORGES DE OLIVEIRA";"REPRESENTANTE LEGAL";;"2013-05-16"
"331317";"34269803000168";"REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL";;"Autogestão";"RUA MENA BARRETO";"143";;"BOTAFOGO";"Rio de Janeiro";"RJ";"22271100";"21";"25286912";"25286938";"presidencia@frg.com.br";"SÉRGIO WILSON FERRAZ FONTES";"REPRESENTANTE LEGAL PERANTE A ANS";4;"1999-01-05"
"423513";"42115166000101";"REAL GRANDEZA SAÚDE";;"Autogestão";"RUA MENA BARRETO";"143";"ANDAR 8";"BOTAFOGO";"Rio de Janeiro";"RJ";"22271100";;;;"rgs@frg.com.br";"SÉRGIO WILSON FERRAZ FONTES";"REPRESENTANTE LEGAL PERANTE A ANS";;"2022-12-26"
"418773";"16757674000175";"RENASCER ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"AVENIDA DAS AMERICAS";"500";"BLOCO 23 SALA 215";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22640100";"21";"35531692";;"leonardo@unimedicasaude.com";"LEANDRO DA SILVEIRA SANTOS";"SÓCIO-ADMINISTRADOR";6;"2013-01-11"
"418692";"13746922000194";"RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA";"RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"RUA TREZE DE MAIO";"527";"SALA AB";"CENTRO";"Teresina";"PI";"64001150";"86";"30852160";"32225809";"resolveadm@resolveadministradora.com.br";"SARA JAMES DA SILVA MENESES";"SOCIA ADMINISTRADORA";3;"2012-12-10"
"422878";"39870673000138";"RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA";"RG SAÚDE";"Administradora de Benefícios";"RUA OMAR CINTRA DAMIÃO ";"355";;"VILA DINIZ";"São José do Rio Preto";"SP";"15013260";"17";"32238880";;"ribeiroegoulart@gmail.com";"TIAGO HENRIQUE GOULART";"diretor";6;"2021-07-09"
"417149";"03524677000117";"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA";;"Odontologia de Grupo";"RUA LUIZ DA CUNHA";"736";;"VILA TIBéRIO";"Ribeirão Preto";"SP";"14050040";"16";"36258278";;"parceriariberdente@hotmail.com";"RONALDO DONISETTI DE OLIVEIRA";"SóCIO PROPRIETáRIO - ADMINISTR";6;"2009-11-25"
"421359";"29910807000143";"RIO DOCE SAÚDE";"RIO DOCE SAÚDE";"Medicina de Grupo";"Avenida Presidente Vargas";"1198";;"Centro";"Linhares";"ES";"29900210";"27";"21031750";;"assessoria@riodocesaude.com.br";"DALZISO ANTONIO ARMANI";"Presidente";5;"2018-08-15"
"415243";"07154253000169";"RODRIGUES LEIRA ODONTOLOGIA LTDA.";"SERMED ODONTO";"Odontologia de Grupo";"RUA EPITÁCIO PESSOA";"1.722";;"CENTRO";"Sertãozinho";"SP";"14160180";"16";"35111601";;"joana.odonto@sermedsaude.com.br";"ANTONIO CATRUNFO LEIRA";"SOCIO DIRETOR";6;"2005-08-03"
"415821";"67989434000137";"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.";"ROPE";"Odontologia de Grupo";"RUA PEDRO DE TOLEDO";"980";"CJ.16";"VILA CLEMENTINO";"São Paulo";"SP";"04039020";"11";"55791829";"55791829";"ropeodontologia@terra.com.br";"RONALDO PETITI JUNIOR";"DIRETOR";4;"2006-11-17"
"324493";"69259356000140";"S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL";"SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE";"Autogestão";"RUA MAESTRO CARDIM";"1191";"8º ANDAR";"PARAÍSO";"São Paulo";"SP";"01323001";"11";"31463131";;"spa.ans@spasaude.org.br";"RICARDO DE OLIVEIRA GARCIA";"SUPERINTENDENTE ";2;"1998-12-17"
"420981";"27113113000150";"S1 OPERADORA DE PLANO DE SAÚDE LTDA";"S1 SAÚDE";"Medicina de Grupo";"SCS QUADRA 03 BLOCO A";"107";"1º AND SL. 101 ED. ANTONIA A. P. DE SOUS";"ASA SUL";"Brasília";"DF";"70303907";"61";"32215300";;"Raquel@s1saude.com.br";"RAQUEL SILVA ESPIRITO SANTO DE SOUSA";"DIRETORA";4;"2017-11-27"
"418439";"14452934000179";"SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA";;"Administradora de Benefícios";"RUA CONSELHEIRO CRISPINIANO ";"53";"10º ANDAR - Conjuntos 101 e 102";"REPÚBLICA";"São Paulo";"SP";"01037001";"11";"35243100";;"safelife@safelife.com.br";"NILSON LANA MACHADO FILHO";"ADMINISTRADOR";4;"2012-03-14"
"423815";"51212821000122";"SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA";"PLANO SAGRADA SAUDE";"Medicina de Grupo";"Av Minas Gerais";"90";"loja 11";"Miranda";"Araguari";"MG";"38444128";;;;"diretoriaadm@sagradasaude.com.br";"PEDRO HENRIQUE OLIVEIRA ASCENCAO";"Diretor Jurídico";;"2024-01-02"
"419567";"19663787000108";"SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA";"SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"CALçADA ALDEBARã";"153";"2º ANDAR, Sl 22, PARTE, CENTRO DE APOIO ";"ALPHAVILLE";"Santana de Parnaíba";"SP";"06541055";"11";"31275400";"31275443";"LUCIANO@MEZZOPLANEJAMENTO.COM.BR";"LUCIANO BASTOS";"SóCIO-ADMINISTRADOR";6;"2014-10-06"
"422746";"40038813000195";"SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"Av Dr José Bonifácio Coutinho Nogueira";"150";"Térreo";"Jd. Madalena";"Campinas";"SP";"13091611";"19";"981572304";;"adilson@salusmedsaude.com.br";"JOSÉ ADILSON BONATTO";"Diretor";6;"2021-05-11"
"422860";"41397957000109";"SALUTY ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"Avenida Ator José Wilker";"605";"bloco B - Sala 659";"Jacarepaguá";"Rio de Janeiro";"RJ";"22775024";;;;"leonardo@unimedicasaude.com";"PABLO DAMIAO DA SILVA SANTOS";"SÓCIO ADMINISTRADOR";6;"2021-06-14"
"415901";"41369935000127";"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.";"SAME";"Medicina de Grupo";"RODOVIA 222 - KM 02";"S/N";;"JARDIM AMÉRICA";"Açailândia";"MA";"65930000";"99";"35381750";"35381038";"samemedicina19@gmail.com";"FRANCISCO DE ASSIS BANDEIRA";"REPRESENTANTE JUNTO A ANS";6;"2007-01-29"
"335614";"31466949000105";"SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A";"MEDSENIOR";"Medicina de Grupo";"RUA PEDRO FONSECA";"170";;"MONTE BELO";"Vitória";"ES";"29053280";"27";"30255505";;"samedil@medsenior.com.br";"MAELY GUILHERME BOTELHO COELHO FILHO";"DIRETOR ADMINISTRATIVO FINANCEIRO";4;"1998-12-30"
"367095";"84537141000138";"SAMEL PLANO DE SAÚDE LTDA";"SAMEL";"Medicina de Grupo";"RUA JOAQUIM NABUCO";"1666";;"CENTRO";"Manaus";"AM";"69020031";"92";"21292200";"21292256";"contabilidade@samel.com.br";"LUÍS ALBERTO SALDANHA NICOLAU";"DIRETOR EXECUTIVO";5;"1998-12-29"
"422398";"36567721000125";"SAMI ASSISTÊNCIA MÉDICA LTDA";;"Medicina de Grupo";"ALAMEDA VICENTE PINZON";"54";"SALAS 11A E 11 B";"VILA OLIMPIA";"São Paulo";"SP";"04547130";"11";"993645067";;"nadja.ferreira@samisaude.com";"NADJA ARAUJO FERREIRA";"GERENTE";4;"2020-09-10"
"340162";"42425561000182";"SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA";"SAMIG SAÚDE ";"Medicina de Grupo";"Estrada do Dendê";"563";"Tauá";"ILHA DO GOVERNADOR";"Rio de Janeiro";"RJ";"21920000";"21";"33839444";;"regulacao.ans@samig.com.br";"ANDERSON DA SILVA MARQUES";"Sócio Administrador";4;"1998-12-28"
"343676";"33721226000130";"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA";"SAMOC";"Medicina de Grupo";"RUA SILVIO ROMERO";"37";;"SANTA TEREZA";"Rio de Janeiro";"RJ";"20230100";"21";"25088395";"25088395";"samoc@samoc.com.br";"JOSE ROBERTO SCAF";"DIRETOR GERAL";4;"1998-12-17"
"342033";"02403281000159";"SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA";"SAMP";"Medicina de Grupo";"RUA PADRE ANTONIO RIBEIRO PINTO";"195";"SALAS 301,401 A 406 ED. GUIZZARDI CENTER";"PRAIA DO SUÁ";"Vitória";"ES";"29052290";"27";"33349000";"33258288";"assessoriajuridica@samp.com.br";"FÁBIO MINAMISAWA HIROTA";"REPRESENTANTE";3;"1998-12-22"
"408522";"24729097000136";"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI";"SASC SANTA CASA DE SAÚDE COMPLEMENTAR";"Filantropia";"AVENIDA TIRADENTES";"389";;"CENTRO";"São João del Rei";"MG";"36307346";"03";"233792000";"233792051";"ass.adm.santacasa@gmail.com";"AGOSTINHO SIMOES COELHO";"PROVEDOR";6;"1999-09-23"
"421197";"08225953000160";"SANTA CASA DE MAUÁ SAÚDE";"SANTA CASA DE MAUÁ SAÚDE";"Medicina de Grupo";"AVENIDA DOM JOSÉ GASPAR";"168";;"MATRIZ";"Mauá";"SP";"09370670";"11";"55554643";;"superintendencia@santacasamaua.org.br";"HARRY HORST WALENDY FILHO";"PRESIDENTE";5;"2018-03-18"
